vendor_id,avg_monthly_upi_inflow,upi_inflow_trend_pct,upi_inflow_volatility,upi_txn_count_monthly,avg_ticket_size,gig_order_volume_monthly,gig_order_trend_pct,business_vintage_months,bank_account_tenure_months,cash_recycling_score,existing_credit_lines,seasonal_dependency_index,gst_registered,epfo_active,label
V00451,68550.0,-5.0949617604989115,0.31103938292822203,342.0,201.0,319.0,-1.9308448362979742,25.0,28.0,0.44500870336566906,3,0.37,0,0,1
V00452,104804.0,-0.7771646105057876,0.04343270406516119,320.0,328.0,280.0,3.867067934643965,50.0,42.0,0.1408053331806661,0,0.246,0,0,0
V00453,120239.0,-0.8700856482165309,0.21238289533285054,381.0,316.0,280.0,1.2575184229362333,17.0,15.0,0.07455497200816691,0,0.221,0,0,0
V00454,67851.0,-0.16922681711748022,0.05605633599523902,266.0,255.0,194.0,0.7131580393921525,33.0,32.0,0.22945868693049987,0,0.184,0,1,0
V00455,101323.0,-3.6029280314868166,0.42916160448271184,218.0,465.0,263.0,-6.966701258279359,14.0,16.0,0.7164573284358576,0,0.428,0,0,1
V00456,46619.0,0.9488016240647895,0.0945438602906498,467.0,100.0,215.0,6.718159461944785,28.0,24.0,0.0,0,0.152,1,1,0
V00457,104500.0,-7.440246964351134,0.4906927568281092,221.0,474.0,237.0,-4.678450601105009,8.0,2.0,0.49231696961162635,2,0.579,0,0,1
V00458,90681.0,-1.2550578896748912,0.061112408335567886,321.0,283.0,297.0,1.8547322602349547,39.0,38.0,0.22397892648937864,0,0.319,0,0,0
V00459,93941.0,-1.3058707784733994,0.20368508547204417,305.0,308.0,197.0,-1.5135186443747912,2.0,1.0,0.476022922778845,2,0.15,0,0,1
V00460,97920.0,0.1706023834942656,0.1599103397876317,269.0,364.0,209.0,0.5393802960934475,25.0,21.0,0.01907192455936313,0,0.225,0,0,0
V00461,68436.0,1.108995849274242,0.0658165263695442,512.0,134.0,259.0,0.02408019965628405,42.0,38.0,0.0,0,0.162,0,0,0
V00462,91943.0,-4.807557528244847,0.24144483241051304,480.0,192.0,281.0,-3.476396926243294,31.0,34.0,0.4394825442403672,2,0.289,1,0,0
V00463,86311.0,-7.228632928902081,0.4234127985840125,265.0,325.0,289.0,-4.731187559468335,19.0,17.0,0.3848666712744931,1,0.436,0,0,1
V00464,88824.0,-2.7920369986204516,0.45183526725478335,156.0,568.0,247.0,-4.1949118733026705,35.0,34.0,0.4737222613475749,3,0.259,0,0,1
V00465,80079.0,0.7951087403925046,0.33549733899003936,384.0,209.0,216.0,-5.615059729016349,41.0,39.0,0.7171475875680329,4,0.349,1,0,1
V00466,109303.0,0.7160674315345306,0.15447687986303893,259.0,422.0,268.0,2.6851063664482213,20.0,20.0,0.05753462080727956,0,0.39,1,1,0
V00467,71493.0,1.9904081371356068,0.02,495.0,145.0,242.0,3.012672310447001,37.0,36.0,0.057785865880835854,0,0.132,1,0,0
V00468,46886.0,1.9123841322808375,0.3345795606394195,495.0,95.0,192.0,-3.175466412917916,17.0,16.0,0.4648589035210816,1,0.219,0,0,0
V00469,68641.0,-1.5363959872553155,0.030147154877102983,250.0,274.0,128.0,5.907081918642591,21.0,18.0,0.21436895212170634,0,0.189,0,0,0
V00470,73812.0,-0.4472921988124958,0.36288416310159927,481.0,153.0,164.0,-1.350824166605743,16.0,13.0,0.3684288536889671,3,0.45,0,0,1
V00471,110606.0,-3.35955145140765,0.31273306044087046,442.0,250.0,260.0,-0.05588691498130749,23.0,24.0,0.4134239707669182,2,0.217,0,0,1
V00472,90108.0,1.0500079509828104,0.1926013741152092,282.0,320.0,180.0,-1.2883066981253568,4.0,2.0,0.19842230661119734,0,0.153,0,0,0
V00473,80871.0,5.348785663486081,0.02,432.0,187.0,272.0,-1.5896675273373582,20.0,16.0,0.11716785448091616,0,0.465,0,0,0
V00474,64560.0,-2.48513640327435,0.3254349419908117,288.0,224.0,317.0,-7.311798001023808,30.0,27.0,0.6190929487063793,2,0.505,0,0,1
V00475,55344.0,-4.743788581653711,0.34994665391160384,447.0,124.0,261.0,-1.7221718580031016,35.0,30.0,0.49132124262598453,2,0.054,0,0,1
V00476,99167.0,0.8657554468185237,0.08025948964863643,367.0,270.0,290.0,-0.03017430713457281,17.0,15.0,0.012792927571250877,0,0.165,0,0,0
V00477,56885.0,-0.06649647008671433,0.03598281379140681,438.0,130.0,229.0,5.680875688698841,27.0,31.0,0.06533355299005235,0,0.394,0,0,0
V00478,87027.0,0.597072573549106,0.10988361570988885,358.0,243.0,325.0,2.9400908225066895,40.0,36.0,0.09883122231071334,0,0.448,0,0,0
V00479,76015.0,1.1778327354764713,0.0869280084578637,274.0,278.0,241.0,-2.304432895295244,40.0,43.0,0.0,1,0.605,0,0,0
V00480,62483.0,1.092717141505286,0.0821429366611196,344.0,182.0,236.0,4.476242476006749,4.0,4.0,0.0607625654036249,0,0.305,0,0,0
V00481,94997.0,-0.19151278385740356,0.07901011225949711,451.0,211.0,245.0,-2.7263552499425714,4.0,2.0,0.0,0,0.238,0,0,0
V00482,74166.0,-8.357046084818213,0.23254650236074548,209.0,355.0,263.0,-4.791391962040536,3.0,1.0,0.4231723976658848,2,0.559,0,0,0
V00483,107824.0,-3.737004954945566,0.36054265611383457,142.0,758.0,229.0,-1.2899330026395857,33.0,33.0,0.7054216192568176,1,0.429,0,0,1
V00484,46925.0,-1.0757524875032305,0.08217602228111517,385.0,122.0,258.0,1.4467512764711614,36.0,23.0,0.0,2,0.173,0,1,0
V00485,68237.0,2.062258158287567,0.16726294849675785,263.0,259.0,232.0,-1.104591911377504,5.0,2.0,0.0,1,0.021,1,0,0
V00486,57814.0,-4.8398860566325235,0.2704924324363719,151.0,382.0,90.0,-5.137105673504789,29.0,26.0,0.5408147803364565,1,0.343,0,0,1
V00487,77120.0,-0.5760770166710629,0.32127247229653944,354.0,218.0,284.0,-6.462412643910721,32.0,31.0,0.5137484247835443,0,0.319,0,0,1
V00488,45387.0,-2.450257054992435,0.2398989813012376,283.0,160.0,285.0,-2.6431745099528174,12.0,6.0,0.3424058688723235,2,0.575,0,0,1
V00489,45951.0,0.49797227905081054,0.21247883957487107,369.0,125.0,343.0,2.100973063051522,18.0,16.0,0.05079338864474432,0,0.266,0,0,0
V00490,93489.0,1.8176065693692085,0.07311267966557083,376.0,249.0,263.0,1.8688998729648174,39.0,37.0,0.0,1,0.253,0,0,0
V00491,86513.0,-0.9562966393205417,0.42571779661740855,254.0,341.0,312.0,-1.18904426752231,23.0,18.0,0.6102808058892766,1,0.497,0,0,1
V00492,78913.0,-0.7659640443537732,0.02,287.0,275.0,244.0,1.6580256843709158,37.0,38.0,0.1838571800087075,0,0.205,0,0,0
V00493,81645.0,-2.0567601598009393,0.09191389046985694,458.0,178.0,256.0,-0.7652945478553224,36.0,30.0,0.0761866380495944,1,0.283,1,0,0
V00494,106796.0,1.0055341760762309,0.39079833801791247,397.0,269.0,160.0,-6.415685800815645,48.0,48.0,0.8707723191608183,2,0.41,0,0,1
V00495,58669.0,-2.5872277325071478,0.36170526424383354,476.0,123.0,190.0,-7.592433071876515,9.0,2.0,0.31606592364019903,0,0.507,0,0,1
V00496,93038.0,1.802909907746131,0.05761998240740584,341.0,273.0,226.0,1.348998014028603,52.0,50.0,0.31576127375155993,0,0.264,0,0,0
V00497,119508.0,-2.568022764694085,0.36047756135925324,69.0,1737.0,258.0,-5.763233434696539,2.0,2.0,0.21542895916182647,0,0.335,0,0,0
V00498,66395.0,-3.2362302746430984,0.1109686497591068,404.0,164.0,173.0,-2.821356934671697,24.0,19.0,0.0,1,0.171,0,1,0
V00499,57088.0,-0.189501022911994,0.36896128544149426,263.0,217.0,176.0,0.37665472892113394,16.0,18.0,0.40516651049612723,1,0.253,0,0,1
V00500,111130.0,0.9660230101482797,0.20380458066485477,441.0,252.0,286.0,4.551684421455477,37.0,33.0,0.06952981660443017,1,0.456,0,0,0
V00501,85284.0,-4.092742079959593,0.3052140522237707,484.0,176.0,234.0,-4.7751906527075985,19.0,18.0,0.5789588031167894,1,0.557,0,0,1
V00502,57036.0,-8.116687945370986,0.3082597400873338,60.0,951.0,278.0,-5.602300837751687,16.0,16.0,0.3418342788993562,2,0.319,0,0,1
V00503,110750.0,-3.9718894541363206,0.3738727341730217,342.0,324.0,155.0,1.9761159398379025,20.0,18.0,0.5873548988251405,2,0.298,0,0,1
V00504,82408.0,-0.9149699770279189,0.34904319746369494,412.0,200.0,275.0,-0.8002896963790187,46.0,50.0,0.4039885335499976,3,0.244,0,0,1
V00505,90802.0,1.6523395990012038,0.02,252.0,361.0,192.0,3.1760545397275775,37.0,38.0,0.03608741210222056,0,0.18,0,0,0
V00506,87806.0,-7.160236040491991,0.4103017915821781,309.0,284.0,248.0,-2.427279419786542,24.0,24.0,0.7120578812507785,1,0.528,1,0,1
V00507,82414.0,2.4701669739362986,0.15810632137350059,311.0,265.0,157.0,-0.2186687741856953,28.0,28.0,0.1805851159520533,0,0.298,0,0,0
V00508,71182.0,-6.426721164982952,0.3897477396777163,290.0,245.0,240.0,-5.2631560599624985,34.0,31.0,0.4930438118012428,2,0.318,0,0,1
V00509,66929.0,1.8583772348022378,0.15233481750845693,393.0,170.0,226.0,-0.7799673740908657,47.0,45.0,0.003669318997625959,0,0.3,0,0,0
V00510,67787.0,-0.1055706939329221,0.06288779762000193,381.0,178.0,285.0,-3.0834973292529986,20.0,22.0,0.1259433398246422,0,0.253,0,0,0
V00511,101524.0,2.7066975146274723,0.3560675879296965,163.0,624.0,42.0,-3.497294164976712,2.0,1.0,0.3099407316004207,0,0.411,0,0,1
V00512,52428.0,3.6710035807208885,0.043969934959750503,201.0,261.0,287.0,3.5003871307658327,35.0,33.0,0.11959963317974256,0,0.329,0,0,0
V00513,41742.0,-2.61932651281779,0.21114822706695285,212.0,197.0,266.0,-5.435048576938574,16.0,12.0,0.7346960076418425,3,0.432,0,0,1
V00514,81759.0,-7.647654848140052,0.25373732308452923,267.0,306.0,112.0,-2.7747418509628927,14.0,12.0,0.6387546990833228,3,0.396,0,1,1
V00515,73408.0,3.2303512310396374,0.3944971558621282,531.0,138.0,340.0,-2.8770037263092565,5.0,4.0,0.1134413913518933,3,0.391,0,0,1
V00516,106519.0,-8.404255725415135,0.29621105091440303,394.0,270.0,280.0,-4.211383271470753,35.0,38.0,0.4168194088800583,1,0.441,0,0,1
V00517,102454.0,0.1528611716895465,0.04466763141817318,198.0,518.0,266.0,2.413252956948825,36.0,32.0,0.11858499706393047,1,0.343,0,0,0
V00518,80059.0,-3.5924149233550526,0.12525476260523508,384.0,208.0,172.0,-5.009323225318324,11.0,9.0,0.3435282139746625,0,0.235,0,0,1
V00519,52802.0,-4.712032787647475,0.4380880239810278,151.0,350.0,348.0,-6.69385622345049,33.0,31.0,0.5331046368643539,2,0.17,0,0,1
V00520,64595.0,-9.152157608152564,0.3107036237118952,317.0,204.0,166.0,-8.369009063905713,58.0,59.0,0.48346226782742274,3,0.068,0,0,1
V00521,107556.0,-1.1526035259330714,0.19756189871644236,559.0,192.0,353.0,-1.5878789855212676,59.0,62.0,0.5152591707676349,0,0.289,0,0,1
V00522,52804.0,-1.3426885237439259,0.13731182420360857,253.0,209.0,341.0,-0.4012307701137283,20.0,17.0,0.018872846612249826,1,0.015,0,0,0
V00523,41175.0,-3.979519529787686,0.24807713393363956,284.0,145.0,297.0,-2.0050805040332405,37.0,34.0,0.5987665642288142,1,0.474,0,1,1
V00524,78537.0,-3.2783101789365467,0.027769803278608368,212.0,370.0,213.0,1.6342835110054852,27.0,32.0,0.17582484048482155,0,0.289,0,0,0
V00525,45545.0,-6.243890856161103,0.38736684033124674,439.0,104.0,122.0,-1.8350023837324487,26.0,21.0,0.21968835351427968,3,0.502,0,0,1
V00526,100382.0,0.6144243842162709,0.2456005628162917,315.0,319.0,349.0,-5.3115053718248095,8.0,13.0,0.04979659893547971,3,0.286,0,0,1
V00527,73547.0,-0.6839728129109348,0.02,365.0,201.0,291.0,-0.6576171322524746,22.0,25.0,0.19472577484202647,3,0.356,0,0,0
V00528,94863.0,3.37696857648265,0.044769291680835197,366.0,259.0,262.0,4.237883158725327,27.0,28.0,0.08501486681829198,0,0.167,0,1,0
V00529,97191.0,-1.4559053489771967,0.10815786056475957,280.0,347.0,404.0,-2.4881911832241466,30.0,33.0,0.03473435949402426,0,0.548,0,0,0
V00530,75306.0,-4.577796525907922,0.037530382727406886,486.0,155.0,326.0,0.7096446393837226,30.0,27.0,0.1134957389153615,0,0.201,0,0,0
V00531,109880.0,-3.459300623801955,0.1862248457189708,397.0,276.0,231.0,-1.9271728069403897,2.0,1.0,0.15592528737985603,2,0.175,0,0,1
V00532,73107.0,-1.958360426282568,0.16768591999005486,324.0,226.0,231.0,-0.5147880676609176,3.0,1.0,0.34995698255441743,1,0.417,0,0,1
V00533,76818.0,0.551806483857374,0.15052387354605729,501.0,153.0,422.0,2.056242695347966,33.0,32.0,0.00497723459700497,0,0.445,0,0,0
V00534,47722.0,-0.15959052583240144,0.13985577914558467,489.0,98.0,277.0,-5.126419788541409,2.0,1.0,0.6378748595114303,5,0.498,0,0,1
V00535,65079.0,-0.15242478817805244,0.1076431857513189,230.0,283.0,229.0,-0.39630754510787825,31.0,27.0,0.18190589432580434,0,0.074,0,0,0
V00536,102267.0,3.923156444500817,0.08633212732249293,226.0,453.0,239.0,-0.1265395172449435,45.0,40.0,0.1495635478650405,0,0.418,0,0,0
V00537,35461.0,-2.308177276896184,0.02,455.0,78.0,222.0,2.052815163810295,22.0,25.0,0.0,0,0.0,1,0,0
V00538,119424.0,1.9381386896500894,0.05727748556112301,252.0,474.0,299.0,-3.1692576959046694,15.0,15.0,0.1476626314456025,0,0.321,0,0,0
V00539,73943.0,-2.891785068003174,0.21571432906694576,398.0,186.0,183.0,-7.6809492309413505,16.0,18.0,0.28317963725602885,1,0.338,0,1,1
V00540,90941.0,-0.8145596306062918,0.1341603418991476,211.0,432.0,191.0,-1.0694681427086041,29.0,25.0,0.6627125907227457,2,0.627,0,0,1
V00541,90609.0,0.9598443466331668,0.3329346501091858,344.0,264.0,191.0,-3.6358675290397953,29.0,27.0,0.804873652455575,5,0.259,0,0,1
V00542,118787.0,1.5126528585982206,0.16529941245446653,231.0,515.0,289.0,-1.0594995253234916,28.0,22.0,0.15905789321096064,0,0.12,0,0,0
V00543,107029.0,-10.354902008278355,0.20629274819323326,329.0,325.0,221.0,-1.1346627791470467,15.0,18.0,0.2714479354496271,2,0.383,0,0,1
V00544,59217.0,2.5477400178344514,0.13954016446998996,361.0,164.0,199.0,-0.5140369452223232,13.0,17.0,0.015846294084122168,1,0.102,0,0,0
V00545,54349.0,-6.631940087865156,0.14840948113709107,267.0,204.0,306.0,-7.9562847888077135,26.0,24.0,0.40404905683283554,0,0.504,0,0,1
V00546,105850.0,2.39797541742257,0.3052817424359569,385.0,275.0,185.0,-4.077477692520814,8.0,9.0,0.8014665105138652,0,0.154,0,0,1
V00547,78459.0,-1.1567701537698507,0.1927255912951732,390.0,201.0,188.0,1.9490664577324623,44.0,47.0,0.0,1,0.151,0,0,0
V00548,47166.0,-1.9433006621924482,0.4109641328660424,380.0,124.0,319.0,-7.142061288919194,27.0,19.0,0.5069369060991792,1,0.0,0,0,1
V00549,108002.0,0.6656385963490862,0.10728775897192763,247.0,437.0,222.0,1.4388094683169785,31.0,33.0,0.08056454384258024,0,0.275,0,0,0
V00550,87049.0,-1.4659683867188593,0.27705816408257744,365.0,239.0,90.0,-9.292942974988248,43.0,36.0,0.4636969890927767,1,0.602,0,0,1
V00551,85066.0,2.9645451969215384,0.10777088658324607,330.0,258.0,238.0,0.7748565413692672,48.0,50.0,0.15225676796505383,2,0.028,0,0,0
V00552,41864.0,0.09746641578651777,0.15953783342403408,411.0,102.0,270.0,-0.98119646650941,7.0,6.0,0.49720396262152444,3,0.238,0,0,1
V00553,95506.0,-3.1199541460863407,0.11664293554404238,278.0,343.0,338.0,2.139200506154758,20.0,19.0,0.09040816143235388,2,0.517,0,0,0
V00554,109703.0,-0.30914361363616116,0.38898097827740274,304.0,361.0,167.0,-1.7644272749929315,2.0,1.0,0.16546229008337723,0,0.399,1,0,1
V00555,80041.0,1.6145275396074497,0.1152849937170078,407.0,196.0,331.0,-0.36828382364173184,40.0,38.0,0.12414840016966429,0,0.271,1,0,0
V00556,93542.0,-3.6939553979730158,0.26021578553350255,283.0,331.0,113.0,-6.98413799646803,5.0,3.0,0.6663764662656443,2,0.603,0,0,1
V00557,81600.0,1.0323812064982039,0.10394800037021547,435.0,188.0,219.0,3.323572345583476,27.0,22.0,0.10640590729759802,0,0.229,0,0,0
V00558,92485.0,0.2222116385559777,0.03837017783520247,357.0,259.0,234.0,3.2147123676309075,25.0,28.0,0.12409867813533461,0,0.159,0,0,0
V00559,105196.0,-1.0285126728681755,0.3445613750102088,200.0,526.0,268.0,-7.3957851244422645,2.0,2.0,0.40043019427485793,4,0.548,0,0,1
V00560,57627.0,-1.3784710897847223,0.15667822872227533,362.0,159.0,267.0,-0.4333083300201187,19.0,13.0,0.0,0,0.375,0,0,0
V00561,75271.0,-6.669489377429095,0.42414601167808236,148.0,507.0,306.0,0.17788691607266366,11.0,11.0,0.6734806808122421,0,0.0,0,0,1
V00562,70084.0,-5.538916121407448,0.35434813218592104,266.0,263.0,163.0,-3.0595105900733066,34.0,32.0,0.524943679511413,1,0.308,1,0,1
V00563,90848.0,-4.344585647291837,0.19480524760248003,437.0,208.0,133.0,-2.003827647599933,30.0,23.0,0.46942891616383137,2,0.348,0,1,1
V00564,109048.0,-0.6621700459132559,0.27164579549205736,346.0,315.0,224.0,-3.373172650413145,7.0,9.0,0.24033735406074225,9,0.295,0,1,1
V00565,77096.0,-10.423949981389638,0.16794510978115598,277.0,278.0,338.0,-8.8434572867232,38.0,38.0,0.5365358647828378,1,0.344,1,0,1
V00566,94660.0,2.552259415535679,0.1510929142427353,558.0,170.0,244.0,2.214960811675166,13.0,13.0,0.153677095928329,0,0.192,0,0,0
V00567,103625.0,-2.0755641905545135,0.11765407817699813,555.0,187.0,254.0,0.12520588242354191,40.0,38.0,0.08091236128964102,0,0.256,0,0,0
V00568,100551.0,0.6961849826053692,0.16188263400936376,330.0,305.0,295.0,-4.207297867741248,12.0,11.0,0.09617181517412937,0,0.386,0,0,0
V00569,77642.0,-2.8779658708207556,0.10852073441064378,196.0,395.0,322.0,-3.2159957667807837,4.0,3.0,0.08689966634428532,0,0.216,0,0,0
V00570,86154.0,-1.9808055628136887,0.06943705280658215,303.0,285.0,209.0,0.02820735353073711,43.0,43.0,0.10040384520045396,0,0.266,0,0,1
V00571,105657.0,3.523934709215239,0.3739692311045523,329.0,321.0,145.0,-4.337988209813832,34.0,30.0,0.45085978464678583,2,0.361,1,0,1
V00572,95674.0,3.9289045847639668,0.10845036358757712,234.0,409.0,203.0,2.004009096072259,31.0,32.0,0.27654247942029914,0,0.3,0,0,1
V00573,78276.0,-5.954088092286544,0.49217257855057545,179.0,437.0,180.0,-7.487351693128731,28.0,29.0,0.3272651671071258,4,0.524,0,0,1
V00574,84428.0,-4.138780754585426,0.17847830109399734,136.0,619.0,179.0,-3.384326222620172,40.0,35.0,0.5025338001827027,1,0.481,0,0,1
V00575,78934.0,-4.595224448292276,0.43061889088452415,378.0,209.0,261.0,-2.7849208898285474,42.0,39.0,0.4572590138058372,0,0.395,0,0,1
V00576,88890.0,-7.219345801896383,0.36798445998810236,367.0,242.0,261.0,-10.709434176006031,27.0,24.0,0.41128413664612934,1,0.6,0,0,1
V00577,80822.0,1.746799356899176,0.08121375830232931,358.0,226.0,219.0,0.8821860620887364,12.0,14.0,0.011081975116393875,1,0.151,0,0,0
V00578,54833.0,-4.027101419703,0.3627586309876769,462.0,119.0,145.0,-4.825772272721052,34.0,32.0,0.5250567194866246,4,0.608,0,0,1
V00579,55046.0,0.38205537125130645,0.4137062633896437,240.0,229.0,267.0,-1.4667692594056223,21.0,17.0,0.4483735226025513,3,0.533,0,0,1
V00580,118724.0,-6.893564607899032,0.21941231189497307,299.0,397.0,161.0,0.007183360850487652,2.0,1.0,0.23061820776883418,4,0.259,0,0,1
V00581,87242.0,2.892682495412336,0.10399789305548421,338.0,258.0,294.0,3.9978513268287563,51.0,52.0,0.128579347309773,0,0.16,0,0,0
V00582,109799.0,-0.22817862502396005,0.0275536573327501,298.0,368.0,257.0,2.60711928004026,24.0,25.0,0.18619072425650193,1,0.303,0,0,0
V00583,81351.0,-3.791803775146632,0.18986464183247018,278.0,293.0,288.0,0.7337010785730876,38.0,37.0,0.5526961038138571,1,0.417,0,0,1
V00584,102398.0,0.3034230200416548,0.1333958154263802,267.0,383.0,258.0,-4.925346864307119,20.0,15.0,0.2636046464782321,0,0.129,1,0,0
V00585,56478.0,0.5444026908866139,0.02,445.0,127.0,166.0,-0.4933951830096225,30.0,26.0,0.11073698883040158,0,0.172,0,0,0
V00586,49241.0,-7.915749830458549,0.3579084661431193,360.0,137.0,79.0,-1.5788752106949775,10.0,7.0,0.08977901197568637,2,0.405,0,0,1
V00587,94658.0,-0.0498467311061106,0.0495729741960311,221.0,428.0,316.0,0.7287933177316508,32.0,30.0,0.0,0,0.115,0,0,0
V00588,79043.0,-5.715966535451642,0.3811416195054488,422.0,187.0,217.0,-5.519413227172924,27.0,26.0,0.279876409267641,0,0.369,0,0,1
V00589,93529.0,3.4279181097748856,0.09062617512166128,306.0,306.0,322.0,2.8059587114620186,19.0,18.0,0.0,1,0.155,0,0,0
V00590,81905.0,0.5684185113762991,0.3687973145173334,297.0,276.0,213.0,-6.495935507000614,7.0,9.0,0.6671658812264608,4,0.487,0,0,0
V00591,139957.0,-6.173352439082354,0.20042327880272248,394.0,355.0,229.0,-9.982325423807856,30.0,32.0,0.457127161542674,2,0.291,0,0,1
V00592,136462.0,-2.676880125157743,0.2997291719821947,378.0,361.0,223.0,-11.316750549772454,41.0,42.0,0.2874187783209412,2,0.03,0,0,1
V00593,49750.0,2.549395858020977,0.07428729281923574,308.0,162.0,256.0,1.914740414183213,39.0,37.0,0.0,0,0.196,0,0,0
V00594,77822.0,1.0268027151660997,0.12078031448514405,302.0,258.0,291.0,2.543563225381897,28.0,24.0,0.0,0,0.187,0,0,0
V00595,45126.0,1.3277095157085654,0.1626361326585708,394.0,115.0,274.0,-10.149981757912762,12.0,15.0,0.3533356729963093,2,0.334,0,0,1
V00596,90317.0,1.3323528493287566,0.0886103117426778,156.0,578.0,137.0,-1.5311960512693132,50.0,44.0,0.16148102738522943,0,0.331,0,0,0
V00597,68878.0,-4.886722729444683,0.26663284698847933,470.0,147.0,270.0,-2.403495747018455,14.0,15.0,0.3319724048719385,2,0.406,0,0,1
V00598,107413.0,-3.903902294979404,0.23277510743567525,303.0,354.0,225.0,-3.877150886515822,24.0,27.0,0.40984423886464194,2,0.186,0,0,1
V00599,72783.0,3.7979124472300874,0.02,488.0,149.0,245.0,-0.5143664385148007,19.0,15.0,0.13352296813436942,0,0.562,0,0,0
V00600,103446.0,0.8864491194536382,0.2625606949773157,357.0,290.0,110.0,1.3552587208061864,7.0,1.0,0.5642686173412954,0,0.58,0,0,1
V00601,120441.0,3.376904750113823,0.10635525147412007,445.0,271.0,154.0,-0.2893083372867269,59.0,57.0,0.08952888013703185,1,0.219,0,0,0
V00602,82586.0,1.1400726356683808,0.12596220841995748,320.0,258.0,395.0,2.580831792474876,40.0,40.0,0.12729898365201528,0,0.427,0,0,0
V00603,73506.0,-4.0951262337821595,0.3919883366391729,274.0,268.0,156.0,0.12166976984493583,7.0,5.0,0.29475495018424647,1,0.681,0,0,1
V00604,65879.0,0.23635069474333814,0.46049220563214116,335.0,197.0,312.0,-5.163302999132909,27.0,26.0,0.38747764282794583,2,0.264,0,0,1
V00605,96383.0,-1.2468134376847022,0.3594182891713298,422.0,228.0,186.0,-5.747160511530258,19.0,17.0,0.11760183781362266,0,0.333,0,0,1
V00606,84630.0,4.9353665577090515,0.05774010435106994,411.0,206.0,220.0,1.1555182173283178,20.0,15.0,0.13136236175742405,1,0.209,0,0,0
V00607,86464.0,-0.3068134021063653,0.1093135008791078,312.0,278.0,316.0,-1.073827067566405,41.0,41.0,0.0,1,0.258,0,0,1
V00608,83651.0,-0.5298566121482654,0.11812136501377545,194.0,430.0,263.0,3.289818041183895,33.0,33.0,0.17973795253870462,1,0.224,0,0,0
V00609,122857.0,3.6322084491243434,0.1785089565679404,397.0,309.0,241.0,-1.180900497710172,6.0,2.0,0.0,0,0.244,0,0,0
V00610,80480.0,-3.022879751480197,0.12119884097485717,319.0,252.0,347.0,3.195756556457576,24.0,22.0,0.04037791733019912,0,0.077,0,0,0
V00611,92485.0,-2.4043002519414145,0.46081361466397813,327.0,283.0,66.0,-3.521851149168367,12.0,10.0,0.4470985904762339,3,0.456,0,0,0
V00612,88944.0,0.8411819016319892,0.15822866501363286,403.0,221.0,318.0,3.760999255744599,14.0,15.0,0.0,0,0.377,1,0,0
V00613,54689.0,-5.907958610592859,0.37044285770634783,408.0,134.0,257.0,5.346976789589748,6.0,3.0,0.46302534877387885,2,0.408,0,0,1
V00614,48940.0,-3.995306423662077,0.38327327734879546,562.0,87.0,290.0,-2.508293857944406,32.0,27.0,0.521354433509703,0,0.114,0,0,1
V00615,79354.0,-0.0344709854827252,0.22499631473155646,406.0,195.0,277.0,2.9325861730277563,27.0,23.0,0.0,0,0.159,0,0,0
V00616,59940.0,-8.325640264756805,0.1534667922064489,363.0,165.0,205.0,-4.569613729730376,32.0,31.0,0.4455462932174826,2,0.238,0,0,1
V00617,73351.0,3.73686890540157,0.07066433153400511,263.0,279.0,267.0,3.564458559131028,30.0,33.0,0.0549700250253686,1,0.345,0,0,0
V00618,106178.0,1.982816411336123,0.02,363.0,293.0,309.0,3.4201167081108776,25.0,20.0,0.0,0,0.222,0,0,0
V00619,47189.0,-2.8726808477586836,0.5035329009840405,354.0,133.0,29.0,-4.649732591297464,35.0,38.0,0.5177068932141394,1,0.499,0,0,1
V00620,61205.0,-6.40530120989775,0.17797694882563564,296.0,207.0,252.0,-2.530962172362959,6.0,1.0,0.5552444451934522,2,0.103,0,0,1
V00621,69911.0,-0.1749461359494937,0.2106225097814003,542.0,129.0,243.0,-0.2134705374085244,61.0,62.0,0.2226981348806114,0,0.267,1,0,1
V00622,77980.0,4.201954635188705,0.05060397935657811,335.0,233.0,276.0,1.634234579899117,27.0,35.0,0.23648020121563404,0,0.377,0,1,1
V00623,69909.0,-3.1240521547035325,0.3301609688367583,277.0,252.0,338.0,-7.337110320252824,29.0,26.0,0.4844822072618352,1,0.509,0,0,1
V00624,37717.0,-1.720689785685404,0.20695295096197514,428.0,88.0,246.0,-4.457739812022847,35.0,30.0,0.4805912657250418,3,0.585,0,0,1
V00625,90479.0,1.4063059310122485,0.12013020500936784,414.0,219.0,160.0,4.5977862808689896,8.0,14.0,0.10041857500833944,0,0.316,0,0,0
V00626,93040.0,-1.1687922624732348,0.15572539094854265,243.0,383.0,121.0,0.5479277060419976,35.0,35.0,0.17707793020144047,0,0.307,0,0,0
V00627,80497.0,-6.728564126272783,0.3987848567135529,370.0,217.0,249.0,-1.4885273525492493,2.0,1.0,0.5329024220480055,4,0.237,0,0,1
V00628,98164.0,-2.3512483934118773,0.18595485650659707,177.0,555.0,249.0,2.151866937422885,38.0,40.0,0.0,0,0.18,0,0,0
V00629,87117.0,-1.6002719391651818,0.2967247188706065,406.0,215.0,325.0,-5.56377558282561,21.0,19.0,0.2925945535640819,1,0.495,0,1,1
V00630,91521.0,1.2514955568259498,0.10147668546463233,374.0,245.0,329.0,0.1878500541489425,4.0,6.0,0.13855120717824002,0,0.17,0,0,0
V00631,85275.0,1.237132844693062,0.10416765710094955,378.0,225.0,371.0,3.4911861283159786,52.0,51.0,0.043388536072537384,1,0.269,0,0,0
